displacement,horsepower,weight,acceleration,year,origin,MPG
214.19794575623456,94.1538458074067,3544.7859861642155,18.372111265245152,71,1,41.979348244268635
436.0250079678177,91.44409902924797,4338.4699196199535,10.75818179368266,79,1,43.4116721980194
351.81766759739094,212.75084281587075,4184.54716128654,21.95831301367704,80,2,45.039892463723696
300.48351641585907,91.91650077230912,2123.2596759588305,17.809859825107864,82,3,54.39767095639623
130.06717657033806,96.03874960766811,2107.448197121011,10.515262136911268,70,3,45.21140119035124
130.057890329438,185.72928028490531,2511.7928503327053,23.39740891969931,79,3,55.86913288934763
92.3621906847568,128.75213101089935,2827.6540695595268,16.29384741336513,77,3,53.944372671485866
403.47781612335007,188.91474247975333,2988.748976788841,9.16637522994648,78,2,47.22985047416486
301.4292795211354,58.02737299184689,3910.9705372333738,18.029326470641074,76,3,46.86741264150889
342.6079424514775,135.71309963590272,1792.7134693638404,12.051182512204964,77,2,54.42973049419937
77.92503030388394,52.184902433724005,1717.8871943686256,20.85909523003684,73,3,54.973191997451536
443.41529308236784,57.52818943578524,2932.4959140092906,21.08515317705905,73,3,46.40955619604074
390.49041670816234,212.7844914153716,3970.3565532691337,23.66315769367459,82,1,49.9351512104599
151.75055761113632,71.6211482856375,2257.6801660520405,16.029912496392058,71,2,46.83391545288052
140.00261237473376,143.96540553863994,3781.115236271256,15.279310075643794,77,1,43.59324529614152
140.61073629357202,121.64159087853001,2483.415668997018,20.05560968714369,80,2,52.08766381391155
187.13326353942202,109.91117203162705,4612.692769965955,10.119530501470825,71,3,37.48137577601193
272.03122617841154,211.56933560645814,4645.3458105064965,16.75064822068999,78,3,44.2810909949621
236.29883217721456,50.01550500669007,2610.77649455651,16.739961602093615,73,2,50.91825740773984
182.12321897624614,168.13730225630837,2381.978763475018,9.431569964966195,70,1,39.86389372217126
305.5633644681161,223.2645758952933,2998.4335050251866,14.687745368110617,82,2,48.68017192708006
123.7051363510361,149.07094575697892,2417.8073896125056,21.652556777075233,73,2,50.88083730456793
182.47568968605898,218.3753330140889,3886.1050671917924,21.698457951914563,72,3,43.44490006198159
211.04930966807132,55.615449788628375,4408.619927464171,9.587802638714896,81,1,47.53079846307432
245.58694392355883,123.0579707096457,3888.5132450981378,9.451534123965294,75,2,41.05659237091928
372.29274513631026,93.86903353701742,4402.791520647788,12.203127632030965,76,1,44.67986256465745
146.8744061309685,180.47105755645427,2949.773351505412,21.996257000863896,77,1,50.496905520427326
267.98025878924045,226.5586646514934,2131.477700410127,10.062441361175983,71,2,43.974917127706355
298.07960901188636,93.2015314897416,4109.033221151813,19.519948842039142,75,1,44.86490376929175
87.88340889719913,166.3681266712297,2825.613317481283,9.618649913809652,75,3,45.22062232224644
303.9047679820538,82.44996442779218,3882.3208057790507,17.970205659965206,79,3,45.480545015325866
135.65178761960723,150.02076684117623,2520.189402738003,13.697076785906317,81,3,50.266077691143025
95.04486329933262,131.36357755065387,1876.180758342687,20.622623407453872,74,3,51.9030838433779
435.3209318425333,224.8489806522028,4974.778104658395,11.739047181205818,79,1,39.59782337278448
441.76833273370534,157.96901817614986,2131.0851269640375,18.227229270239356,79,3,57.191817402375236
381.23297902483756,110.30917246397466,4960.631379475835,11.77092055321416,76,2,39.15032575280206
187.27630113174772,66.99362441937974,4922.751770725921,19.41856452979446,72,3,39.36963604169224
107.60376389245779,73.82941648722796,4298.9815532873345,21.978848552971982,73,2,49.384957051029794
333.4297152071804,87.45831511102725,3842.0380710787917,10.02882878602816,79,2,47.526777924975306
239.4587100897465,92.17786568661484,3564.543970853688,21.865531017528056,82,3,51.098705223457394
116.98472041523985,202.51335464276934,4544.745254284639,17.49720407062877,78,3,45.25997931022462
260.64311039283905,149.2649930439846,2584.094373506259,10.033767853872384,73,1,45.74312145484533
83.23958062935908,142.3039276928834,3190.1161224485822,14.840669685755392,72,2,44.831293276951385
420.0883548003311,67.11747242393602,3705.9258958461064,10.573764695761566,71,3,41.02058080908162
169.6302929160065,204.26570357629603,2998.0476179562697,19.205566221865112,74,1,45.290105762253035
325.07107947628305,178.997831790361,3053.4539439069113,20.141890150687196,73,3,46.798660859810326
190.0087642944232,58.45097858960029,2722.967869507087,9.692744324364783,82,3,51.00642216879814
270.2261881534572,176.24165789027742,3518.3881767274224,16.09823764311431,82,3,44.11737813710257
280.48345754716263,146.01103199104688,4491.953395251394,21.034000896414675,77,2,45.90763418938715
141.1689653773279,61.0374636174072,2285.1964852214637,22.978608664815944,76,3,51.25736128193187
443.290081689355,130.3273180412728,4777.072331761701,16.216285867868322,75,1,42.859288909505445
368.4261369940291,135.18411683192863,3942.898022743981,23.204467577782513,80,3,47.645639654401876
431.7070925022128,76.50251539004273,4399.128923112103,16.571023527296475,81,3,42.536428453429636
414.5085299146448,220.00845904805195,3491.0483549420396,14.307047913598527,71,1,35.93837994836641
300.19149184226774,202.3954683524418,4250.356784841815,21.571250056846328,72,1,41.64560952537575
424.92158048389996,169.10011006855592,1655.0813509541886,15.887723367329425,79,2,52.55625081475873
104.06961328998901,131.06238322411173,4382.49344425042,15.550440169032369,78,2,42.70582637130871
145.4534020313709,121.76485965154957,1736.472120890246,15.844999830557253,82,2,54.221242856879755
87.41250623055716,165.77911795577558,4625.7054796337325,21.548560029915926,78,2,46.57352490702412
195.25217734385677,146.3594639708706,4972.673340611387,21.311064667008836,74,1,44.44741119477394
219.64075653045057,57.45825148226695,2599.8293714010447,14.45631987904338,72,3,44.715506663640845
174.4693772329499,140.30048737374102,2315.083091371698,13.3327977579284,71,3,46.167863720452495
389.0639410234928,194.37826557084247,4202.235437117339,15.870848384626068,77,3,39.33136676800581
207.35003077703186,130.50013747784027,2460.289559128861,17.164360155793744,75,2,49.96989995489801
178.1597862296416,55.56001026998538,4542.912102785492,11.813395370047951,79,1,46.90620686522668
278.93799201592566,190.6751886866621,1949.6648133354208,20.703281355449448,80,1,55.272537589805644
124.25582661528361,83.05093591301929,2028.2476676898182,15.783724251718766,81,1,57.63524440765664
378.8458375903053,93.58623361939914,4929.115287342092,13.344728774719353,76,3,42.840076588579635
98.70199781671177,76.30596903154245,3891.0522541180158,9.70913588742385,70,2,43.88473185480133
449.95147059119915,106.75957193635554,4479.416563058439,11.82152256645771,70,1,37.12264738384284
367.3142361792131,185.24227704670884,2702.7198829951612,23.18849874809574,79,2,55.62560589981665
146.50553739065637,141.56699814872445,3900.044748370055,12.881594989112426,71,1,38.70043792043388
72.12601509258693,83.69815444373111,3620.42221284923,10.701748629872565,79,2,47.27415616162082
383.95264995511116,207.52073437997552,3650.7104084180196,15.370764666479891,72,1,40.2959903578827
342.1400773813326,207.84306131108136,3920.610362428253,12.913403893763979,81,2,43.150399938712205
350.6677596957801,206.18643020846528,3556.221188638935,8.562548004339106,70,1,32.157970498742394
366.9390834740891,89.93850289420322,3058.812055629064,13.170323476470676,74,1,46.99682447206987
98.5071909176248,129.0280393293018,2538.1371608938593,16.705737983031497,72,2,45.53491866155155
208.00930548954494,227.238096729921,4213.176525104887,16.827397952319473,70,2,37.704963129001094
114.60958791717493,188.05029564103822,2369.326262010833,13.70494273883022,77,3,52.10911498663434
402.29481896210353,50.99880550550301,3954.004640925008,15.15684410004161,81,2,50.01344366326667
309.96977882860983,57.99764479193054,2393.3315970077106,23.448286691756262,80,1,59.969941005167776
197.39573956826993,131.3633733334692,3726.122577845143,14.037575635684986,75,1,44.563478424420374
94.46996486011909,213.29651787852708,4140.066108238698,12.131629012159728,78,2,44.40515855287208
189.72819386052993,145.1211308232994,2343.6272222822336,11.895472705068162,72,3,44.79490071441142
195.19557898029763,137.5975014783094,1803.807222928448,15.324233803266146,78,2,50.892951330500395
350.89837866015466,65.40716079202002,2045.310726180192,20.152322379471105,78,1,55.56594757237731
315.459626471757,166.8475392692701,3660.3896887214864,11.295810947015571,81,1,45.45110397523659
411.5769058918857,197.2669815504415,4488.117781167501,19.34873803425229,82,3,47.96096164221761
251.80274618735046,115.99728138139147,1752.9891922004429,8.33839717359066,81,2,51.056493898293915
116.04378468624616,188.71258057026026,4096.114280741597,14.702927647743136,70,1,38.88759117666499
344.59924308085306,223.46370431774935,2760.4833962301773,20.413841043244588,72,1,44.9012509162469
362.90224371750554,83.4930284794948,3226.9964577263763,13.419727292390903,75,1,47.85645980569113
286.09172106425603,142.2926521398324,4758.1224694749235,17.01979362312639,77,2,42.308541110256385
366.822364282506,98.8333842875619,2728.703116101875,11.279667725214573,73,2,46.988958473801674
